place_id,author_name,language,original_language,rating,relative_time_description,text,time,translated,food,service,atmosphere,to_be_removed
,,,,,,uncomfortable outdoor,,,,,Negative,
,,,,,,unrefined entree insincere customer care rustic art,,,Negative,Negative,Positive,
,,,,,,enthusiastic bartender ,,,,Positive,,
,,,,,,flavorless platter  too loud furnishing,,,Negative,,Negative,
,,,,,,unconsiderate chef bright furniture,,,,Negative,Positive,
,,,,,,stale main course enthusiastic service representative ,,,Negative,Positive,,
,,,,,,sterile feel,,,,,Negative,
,,,,,,greasy cocktail unfriendly virtual assistant welcoming hospitality,,,Negative,Negative,Positive,
,,,,,,considerate waitress ,,,,Positive,,
,,,,,,gummy tacos  stale warmth,,,Negative,,Negative,
,,,,,,unreliable live chat charming environment,,,,Negative,Positive,
,,,,,,stale buffet diligent attendant ,,,Negative,Positive,,
,,,,,,unwelcoming sight,,,,,Negative,
,,,,,,disappointing pie annoying attendant welcoming visuals,,,Negative,Negative,Positive,
,,,,,,top-notch assistant ,,,,Positive,,
,,,,,,inadequate spaghetti  unwelcoming environment,,,Negative,,Negative,
,,,,,,hasty customer care beautiful ambience,,,,Negative,Positive,
,,,,,,unripe dinner engaged dishwasher ,,,Negative,Positive,,
,,,,,,dark indoor,,,,,Negative,
,,,,,,smelly pizza annoying call center cozy space,,,Negative,Negative,Positive,
,,,,,,excellent waitress ,,,,Positive,,
,,,,,,unhealthy coffee  harsh lighting space,,,Negative,,Negative,
,,,,,,inadequate order tracking warm vibe,,,,Negative,Positive,
,,,,,,underseasoned breakfast personalized room service ,,,Negative,Positive,,
,,,,,,unsightly coziness,,,,,Negative,
,,,,,,stinky treat rude valet spacious coziness,,,Negative,Negative,Positive,
,,,,,,kind remote service ,,,,Positive,,
,,,,,,sour concoction  unpleasant energy,,,Negative,,Negative,
,,,,,,impolite delivery service refreshing background,,,,Negative,Positive,
,,,,,,greasy rice courteous delivery person ,,,Negative,Positive,,
,,,,,,harsh lighting atmosphere,,,,,Negative,
,,,,,,unappetizing picnic hostile phone ordering stylish mood,,,Negative,Negative,Positive,
,,,,,,welcoming bellboy ,,,,Positive,,
,,,,,,unripe tea  dull setting,,,Negative,,Negative,
,,,,,,incompetent maintenance romantic ambience,,,,Negative,Positive,
,,,,,,disappointing beverage knowledgeable remote service ,,,Negative,Positive,,
,,,,,,chaotic layout,,,,,Negative,
,,,,,,stinky juice insincere server cozy air,,,Negative,Negative,Positive,
,,,,,,considerate caretaker ,,,,Positive,,
,,,,,,rotten soup  uncomfortable atmosphere,,,Negative,,Negative,
,,,,,,hostile attendant spacious atmosphere,,,,Negative,Positive,
,,,,,,over-sweetened drink pleasant virtual assistant ,,,Negative,Positive,,
,,,,,,too loud background,,,,,Negative,
,,,,,,over-sweetened burger hasty automated service chic acoustics,,,Negative,Negative,Positive,
,,,,,,excellent automated service ,,,,Positive,,
,,,,,,tough dessert  chaotic space,,,Negative,,Negative,
,,,,,,confused service representative chilled aura,,,,Negative,Positive,
,,,,,,sour pancakes pleasant pickup service ,,,Negative,Positive,,
,,,,,,uninspiring comfort,,,,,Negative,
,,,,,,over-sweetened snack unreliable hostess peaceful feel,,,Negative,Negative,Positive,
,,,,,,outstanding guide ,,,,Positive,,
,,,,,,overly greasy quiche  too loud tone,,,Negative,,Negative,
,,,,,,unconsiderate clerk homey art,,,,Negative,Positive,
,,,,,,spoiled juice trustworthy server ,,,Negative,Positive,,
,,,,,,cold energy,,,,,Negative,
,,,,,,awful burger disinterested customer support serene background,,,Negative,Negative,Positive,
,,,,,,pleasant help desk ,,,,Positive,,
,,,,,,disgusting sushi  overcrowded outlook,,,Negative,,Negative,
,,,,,,unaccommodating security peaceful space,,,,Negative,Positive,
,,,,,,gummy quiche exceptional concierge ,,,Negative,Positive,,
,,,,,,unwelcoming environment,,,,,Negative,
,,,,,,mushy ice cream unpleasant online ordering calming atmosphere,,,Negative,Negative,Positive,
,,,,,,helpful manager ,,,,Positive,,
,,,,,,disgusting delicacy  uncomfortable room,,,Negative,,Negative,
,,,,,,inadequate check-in casual vibe,,,,Negative,Positive,
,,,,,,greasy lasagna considerate receptionist ,,,Negative,Positive,,
,,,,,,boring style,,,,,Negative,
,,,,,,unfresh smoothie nonchalant e-commerce contemporary temperature,,,Negative,Negative,Positive,
,,,,,,kind help desk ,,,,Positive,,
,,,,,,slimy soup  cluttered style,,,Negative,,Negative,
,,,,,,irritating check-in comfortable coziness,,,,Negative,Positive,
,,,,,,unhealthy sushi rolls excellent support agent ,,,Negative,Positive,,
,,,,,,uninviting feelings,,,,,Negative,
,,,,,,mushy juice unconsiderate manager romantic vibe,,,Negative,Negative,Positive,
,,,,,,exceptional manager ,,,,Positive,,
,,,,,,gummy spaghetti  unwelcoming space,,,Negative,,Negative,
,,,,,,unskilled remote service tranquil space,,,,Negative,Positive,
,,,,,,dry breakfast trustworthy support ,,,Negative,Positive,,
,,,,,,overcrowded furnishing,,,,,Negative,
,,,,,,awful soup untrustworthy order confirmation charming furnishing,,,Negative,Negative,Positive,
,,,,,,polite caretaker ,,,,Positive,,
,,,,,,bitter soup  uninspiring outlook,,,Negative,,Negative,
,,,,,,unprofessional online support ambiance mood,,,,Negative,Positive,
,,,,,,unfresh sandwich skilled technician ,,,Negative,Positive,,
,,,,,,gloomy room,,,,,Negative,
,,,,,,gummy waffles unpleasant service representative breezy energy,,,Negative,Negative,Positive,
,,,,,,engaging receptionist ,,,,Positive,,
,,,,,,mushy ice cream  chaotic sound,,,Negative,,Negative,
,,,,,,disengaged team spacious mood,,,,Negative,Positive,
,,,,,,greasy sausages thoughtful caregiver ,,,Negative,Positive,,
,,,,,,unwelcoming furnishing,,,,,Negative,
,,,,,,soggy soft drink slow digital assistant intimate art,,,Negative,Negative,Positive,
,,,,,,friendly call center ,,,,Positive,,
,,,,,,unripe cheese  cold furniture,,,Negative,,Negative,
,,,,,,incompetent remote service refreshing vibration,,,,Negative,Positive,
,,,,,,inadequate feast attentive digital assistant ,,,Negative,Positive,,
,,,,,,uncomfortable ambiance,,,,,Negative,
,,,,,,tasteless tea insincere call center sophisticated temperature,,,Negative,Negative,Positive,
,,,,,,accommodating check-in ,,,,Positive,,
,,,,,,unappetizing rice  overcrowded lighting,,,Negative,,Negative,
,,,,,,distracting busboy vibrant art,,,,Negative,Positive,
,,,,,,greasy entrée kind order taker ,,,Negative,Positive,,
,,,,,,cold environment,,,,,Negative,
,,,,,,chewy course disrespectful waitperson refreshing setting,,,Negative,Negative,Positive,
,,,,,,cheerful order taker ,,,,Positive,,
,,,,,,gross drink  chaotic interior,,,Negative,,Negative,
,,,,,,unreliable order processing chilled warmth,,,,Negative,Positive,
,,,,,,undercooked fried rice considerate host ,,,Negative,Positive,,
,,,,,,dirty atmosphere,,,,,Negative,
,,,,,,flavorless breakfast unpleasant attendant inviting energy,,,Negative,Negative,Positive,
,,,,,,welcoming cleaner ,,,,Positive,,
,,,,,,mushy vegetables  cold acoustics,,,Negative,,Negative,
,,,,,,dismissive host welcoming lighting,,,,Negative,Positive,
,,,,,,soggy casserole polite online support ,,,Negative,Positive,,
,,,,,,noisy structure,,,,,Negative,
,,,,,,disgusting dessert unprofessional e-commerce airy charm,,,Negative,Negative,Positive,
,,,,,,approachable customer support ,,,,Positive,,
,,,,,,inadequate treat  unsophisticated ambience,,,Negative,,Negative,
,,,,,,hostile guide lively design,,,,Negative,Positive,
,,,,,,greasy curry timely customer support ,,,Negative,Positive,,
,,,,,,cluttered feel,,,,,Negative,
,,,,,,over-sweetened soft drink unskilled order taker relaxing comfort,,,Negative,Negative,Positive,
,,,,,,helpful support hotline ,,,,Positive,,
,,,,,,soggy dinner  depressing outlook,,,Negative,,Negative,
,,,,,,poor service desk lively mood,,,,Negative,Positive,
,,,,,,greasy fried rice fast digital assistant ,,,Negative,Positive,,
,,,,,,stuffy layout,,,,,Negative,
,,,,,,disappointing salad awkward pickup service bright outdoor,,,Negative,Negative,Positive,
,,,,,,pleasant chatbot ,,,,Positive,,
,,,,,,mushy snack  unpleasant hospitality,,,Negative,,Negative,
,,,,,,overwhelmed delivery person classy design,,,,Negative,Positive,
,,,,,,overcooked soft drink enthusiastic automated service ,,,Negative,Positive,,
,,,,,,isolated vibration,,,,,Negative,
,,,,,,underseasoned banquet unaware phone ordering vibrant style,,,Negative,Negative,Positive,
,,,,,,efficient guide ,,,,Positive,,
,,,,,,underseasoned pasta salad  unrelaxed mood,,,Negative,,Negative,
,,,,,,disrespectful attendant rustic background,,,,Negative,Positive,
,,,,,,mediocre cheese welcoming chatbot ,,,Negative,Positive,,
,,,,,,uninviting energy,,,,,Negative,
,,,,,,cold guacamole distracting attendant luxurious feel,,,Negative,Negative,Positive,
,,,,,,remarkable live chat ,,,,Positive,,
,,,,,,stale smoothie  chaotic aura,,,Negative,,Negative,
,,,,,,disrespectful team cozy comfort,,,,Negative,Positive,
,,,,,,unhealthy sandwich top-notch server ,,,Negative,Positive,,
,,,,,,stale vibe,,,,,Negative,
,,,,,,rubbery cocktail slow delivery cozy aura,,,Negative,Negative,Positive,
,,,,,,helpful caretaker ,,,,Positive,,
,,,,,,tough cake  noisy environment,,,Negative,,Negative,
,,,,,,disengaged live chat relaxing vibe,,,,Negative,Positive,
,,,,,,too salty chocolate remarkable online support ,,,Negative,Positive,,
,,,,,,unwelcoming music,,,,,Negative,
,,,,,,unseasoned tacos inadequate delivery person charming charm,,,Negative,Negative,Positive,
,,,,,,outstanding caretaker ,,,,Positive,,
,,,,,,stringy cookies  sterile music,,,Negative,,Negative,
,,,,,,distracting telephonic service vibrant furniture,,,,Negative,Positive,
,,,,,,flavorless main course considerate live chat ,,,Negative,Positive,,
,,,,,,unfriendly hospitality,,,,,Negative,
,,,,,,slimy juice confused customer inquiry colorful structure,,,Negative,Negative,Positive,
,,,,,,consistent caregiver ,,,,Positive,,
,,,,,,rotten vegetables  boring outlook,,,Negative,,Negative,
,,,,,,unaware order confirmation modern decor,,,,Negative,Positive,
,,,,,,soggy tacos knowledgeable customer support ,,,Negative,Positive,,
,,,,,,too bright structure,,,,,Negative,
,,,,,,undercooked chocolate clumsy waitress quiet atmosphere,,,Negative,Negative,Positive,
,,,,,,smiling check-in ,,,,Positive,,
,,,,,,cold quinoa  unsophisticated temperature,,,Negative,,Negative,
,,,,,,untrustworthy digital assistant breezy structure,,,,Negative,Positive,
,,,,,,dry fish pleasant customer service ,,,Negative,Positive,,
,,,,,,depressing vibe,,,,,Negative,
,,,,,,overly greasy entrée unresponsive virtual assistant peaceful atmosphere,,,Negative,Negative,Positive,
,,,,,,trustworthy guide ,,,,Positive,,
,,,,,,disgusting cookies  unpleasant music,,,Negative,,Negative,
,,,,,,impolite order processing tranquil visuals,,,,Negative,Positive,
,,,,,,stale cookies courteous order tracking ,,,Negative,Positive,,
,,,,,,disorienting setting,,,,,Negative,
,,,,,,gross burger annoying chef tranquil setting,,,Negative,Negative,Positive,
,,,,,,excellent phone ordering ,,,,Positive,,
,,,,,,unappetizing salad  unrelaxed charm,,,Negative,,Negative,
,,,,,,cold helper contemporary vibe,,,,Negative,Positive,
,,,,,,gross picnic knowledgeable service desk ,,,Negative,Positive,,
,,,,,,noisy environment,,,,,Negative,
,,,,,,soggy chicken hasty caretaker charming mood,,,Negative,Negative,Positive,
,,,,,,friendly order processing ,,,,Positive,,
,,,,,,greasy cheese  gloomy tone,,,Negative,,Negative,
,,,,,,unhelpful staff relaxing background,,,,Negative,Positive,
,,,,,,spoiled dish pleasant customer support ,,,Negative,Positive,,
,,,,,,overcrowded mood,,,,,Negative,
,,,,,,gummy lunch unconsiderate valet serene aura,,,Negative,Negative,Positive,
,,,,,,knowledgeable order processing ,,,,Positive,,
,,,,,,smelly fish and chips  uncomfortable furnishing,,,Negative,,Negative,
,,,,,,awkward security luxurious visuals,,,,Negative,Positive,
,,,,,,lumpy muffin engaged waiter ,,,Negative,Positive,,
,,,,,,dull air,,,,,Negative,
,,,,,,smelly dessert overworked attendant warm acoustics,,,Negative,Negative,Positive,
,,,,,,consistent concierge ,,,,Positive,,
,,,,,,salty sushi  unwelcoming space,,,Negative,,Negative,
,,,,,,hasty waiter inviting outdoor,,,,Negative,Positive,
,,,,,,inadequate soup skilled automated service ,,,Negative,Positive,,
,,,,,,unwelcoming ambience,,,,,Negative,
,,,,,,bitter treat impolite waiter lively music,,,Negative,Negative,Positive,
,,,,,,considerate team ,,,,Positive,,
,,,,,,lumpy meal  overcrowded warmth,,,Negative,,Negative,
,,,,,,unpleasant order confirmation peaceful comfort,,,,Negative,Positive,
,,,,,,cold cake courteous order confirmation ,,,Negative,Positive,,
,,,,,,dark outlook,,,,,Negative,
,,,,,,flavorless breakfast unreliable concierge relaxing hospitality,,,Negative,Negative,Positive,
,,,,,,smiling reservation ,,,,Positive,,
,,,,,,greasy pasta  unwelcoming sight,,,Negative,,Negative,
,,,,,,unhelpful support agent friendly setting,,,,Negative,Positive,
,,,,,,tasteless appetizer personalized team ,,,Negative,Positive,,
,,,,,,unpleasant design,,,,,Negative,
,,,,,,unflavorful noodles annoying customer service luxurious comfort,,,Negative,Negative,Positive,
,,,,,,trustworthy waitstaff ,,,,Positive,,
,,,,,,gummy breakfast  cold mood,,,Negative,,Negative,
,,,,,,unprofessional bellboy romantic space,,,,Negative,Positive,
,,,,,,soggy salad exceptional waitperson ,,,Negative,Positive,,
,,,,,,cold acoustics,,,,,Negative,
,,,,,,unripe dinner untrustworthy waitress welcoming sight,,,Negative,Negative,Positive,
,,,,,,sincere waitstaff ,,,,Positive,,
,,,,,,stale gravy  chaotic ambiance,,,Negative,,Negative,
,,,,,,unfriendly order confirmation relaxing air,,,,Negative,Positive,
,,,,,,salty snack top-notch online ordering ,,,Negative,Positive,,
,,,,,,unwelcoming aura,,,,,Negative,
,,,,,,stringy cake unskilled bartender tranquil lighting,,,Negative,Negative,Positive,
,,,,,,attentive phone ordering ,,,,Positive,,
,,,,,,too salty buffet  unfriendly feel,,,Negative,,Negative,
,,,,,,unpleasant virtual assistant calming atmosphere,,,,Negative,Positive,
,,,,,,disappointing pasta salad warm staff ,,,Negative,Positive,,
,,,,,,dark coziness,,,,,Negative,
,,,,,,tough delicacy disorganized caretaker vibrant ambiance,,,Negative,Negative,Positive,
,,,,,,attentive digital assistant ,,,,Positive,,
,,,,,,flavorless soup  noisy sight,,,Negative,,Negative,
,,,,,,awkward reservation casual mood,,,,Negative,Positive,
,,,,,,unflavorful coffee fast support agent ,,,Negative,Positive,,
,,,,,,harsh lighting visuals,,,,,Negative,
,,,,,,dry beverage unprofessional team member enticing structure,,,Negative,Negative,Positive,
,,,,,,timely maintenance ,,,,Positive,,
,,,,,,rotten beverage  unsophisticated environment,,,Negative,,Negative,
,,,,,,unpleasant customer service relaxing environment,,,,Negative,Positive,
,,,,,,unfresh paella friendly bartender ,,,Negative,Positive,,
,,,,,,noisy view,,,,,Negative,
,,,,,,unflavorful rice inadequate chatbot friendly atmosphere,,,Negative,Negative,Positive,
,,,,,,kind reservation ,,,,Positive,,
,,,,,,awful fish and chips  dark vibration,,,Negative,,Negative,
,,,,,,unreliable support hotline vibrant indoor,,,,Negative,Positive,
,,,,,,unpleasant vegetables considerate waitperson ,,,Negative,Positive,,
,,,,,,unrelaxed tone,,,,,Negative,
,,,,,,unflavorful tea unconsiderate cleaner lively coziness,,,Negative,Negative,Positive,
,,,,,,warm delivery service ,,,,Positive,,
,,,,,,too salty salad  dull energy,,,Negative,,Negative,
,,,,,,unpleasant reservation vibrant charm,,,,Negative,Positive,
,,,,,,flavorless side dish consistent remote service ,,,Negative,Positive,,
,,,,,,boring aura,,,,,Negative,
,,,,,,greasy burger irritating team modern style,,,Negative,Negative,Positive,
,,,,,,courteous cleaner ,,,,Positive,,
,,,,,,stinky delicacy  too loud outlook,,,Negative,,Negative,
,,,,,,impolite automated service lively outlook,,,,Negative,Positive,
,,,,,,awful snack warm digital assistant ,,,Negative,Positive,,
,,,,,,bland art,,,,,Negative,
,,,,,,overly greasy dish disrespectful guide romantic ambiance,,,Negative,Negative,Positive,
,,,,,,respectful concierge ,,,,Positive,,
,,,,,,sour buffet  awkward vibe,,,Negative,,Negative,
,,,,,,unaware team inviting energy,,,,Negative,Positive,
,,,,,,spoiled feast outstanding check-in ,,,Negative,Positive,,
,,,,,,stuffy sight,,,,,Negative,
,,,,,,overcooked pie cold security relaxing space,,,Negative,Negative,Positive,
,,,,,,courteous telephonic service ,,,,Positive,,
,,,,,,unseasoned concoction  disorienting outlook,,,Negative,,Negative,
,,,,,,hostile housekeeper comfortable art,,,,Negative,Positive,
,,,,,,too salty breakfast outstanding help desk ,,,Negative,Positive,,
,,,,,,unromantic art,,,,,Negative,
,,,,,,mediocre steak disrespectful telephonic service elegant temperature,,,Negative,Negative,Positive,
,,,,,,diligent manager ,,,,Positive,,
,,,,,,unseasoned pancakes  dark outlook,,,Negative,,Negative,
,,,,,,irritating manager quiet background,,,,Negative,Positive,
,,,,,,greasy quiche knowledgeable check-in ,,,Negative,Positive,,
,,,,,,chaotic furniture,,,,,Negative,
,,,,,,tough fish and chips unprofessional staff tranquil feel,,,Negative,Negative,Positive,
,,,,,,considerate host ,,,,Positive,,
,,,,,,salty steak  depressing aura,,,Negative,,Negative,
,,,,,,inattentive technician friendly atmosphere,,,,Negative,Positive,
,,,,,,mushy brunch engaging waitperson ,,,Negative,Positive,,
,,,,,,unsophisticated air,,,,,Negative,
,,,,,,unpleasant pancakes overwhelmed chatbot cozy lighting,,,Negative,Negative,Positive,
,,,,,,engaged valet ,,,,Positive,,
,,,,,,undercooked chips  unbalanced decor,,,Negative,,Negative,
,,,,,,distracting clerk modern decor,,,,Negative,Positive,
,,,,,,bitter lunch diligent account manager ,,,Negative,Positive,,
,,,,,,unpleasant energy,,,,,Negative,
,,,,,,salty snack impolite concierge rustic hospitality,,,Negative,Negative,Positive,
,,,,,,skilled e-commerce ,,,,Positive,,
,,,,,,unripe noodles  dark atmosphere,,,Negative,,Negative,
,,,,,,hostile e-commerce relaxing space,,,,Negative,Positive,
,,,,,,awful sushi rolls polite live chat ,,,Negative,Positive,,
,,,,,,uncomfortable ambience,,,,,Negative,
,,,,,,unripe main course distracting remote service calming charm,,,Negative,Negative,Positive,
,,,,,,smiling automated service ,,,,Positive,,
,,,,,,underseasoned tacos  dark decor,,,Negative,,Negative,
,,,,,,confused caretaker sophisticated design,,,,Negative,Positive,
,,,,,,spoiled lasagna friendly attendant ,,,Negative,Positive,,
,,,,,,overcrowded sight,,,,,Negative,
,,,,,,mediocre platter disrespectful live chat breezy acoustics,,,Negative,Negative,Positive,
,,,,,,approachable support agent ,,,,Positive,,
,,,,,,gross pancakes  unbalanced mood,,,Negative,,Negative,
,,,,,,annoying delivery service relaxing furniture,,,,Negative,Positive,
,,,,,,stale rice diligent automated service ,,,Negative,Positive,,
,,,,,,harsh lighting outdoor,,,,,Negative,
,,,,,,unappetizing pasta salad unreliable reservation breezy art,,,Negative,Negative,Positive,
,,,,,,smiling e-commerce ,,,,Positive,,
,,,,,,chewy spaghetti  unromantic structure,,,Negative,,Negative,
,,,,,,awkward support agent comfortable indoor,,,,Negative,Positive,
,,,,,,unrefined entrée warm service desk ,,,Negative,Positive,,
,,,,,,uncomfortable room,,,,,Negative,
,,,,,,unpleasant soft drink dismissive support sophisticated air,,,Negative,Negative,Positive,
,,,,,,smiling online ordering ,,,,Positive,,
,,,,,,underseasoned tofu  unpleasant charm,,,Negative,,Negative,
,,,,,,unconsiderate order tracking sophisticated room,,,,Negative,Positive,
,,,,,,disgusting fried rice polite online ordering ,,,Negative,Positive,,
,,,,,,awkward atmosphere,,,,,Negative,
,,,,,,soggy fish incompetent support colorful background,,,Negative,Negative,Positive,
,,,,,,top-notch staff ,,,,Positive,,
,,,,,,disappointing noodles  unpleasant outdoor,,,Negative,,Negative,
,,,,,,unpleasant virtual assistant stylish tone,,,,Negative,Positive,
,,,,,,spoiled lunch fast helper ,,,Negative,Positive,,
,,,,,,stressful mood,,,,,Negative,
,,,,,,disappointing chocolate inadequate staff modern view,,,Negative,Negative,Positive,
,,,,,,attentive order tracking ,,,,Positive,,
,,,,,,cold waffles  boring feelings,,,Negative,,Negative,
,,,,,,overbearing bartender romantic temperature,,,,Negative,Positive,
,,,,,,overly greasy sushi rolls knowledgeable service desk ,,,Negative,Positive,,
,,,,,,unromantic furnishing,,,,,Negative,
,,,,,,bland tofu unaware customer inquiry intimate structure,,,Negative,Negative,Positive,
,,,,,,approachable technician ,,,,Positive,,
,,,,,,soggy main course  dark structure,,,Negative,,Negative,
,,,,,,unskilled support agent contemporary mood,,,,Negative,Positive,
,,,,,,bland appetizer engaged attendant ,,,Negative,Positive,,
,,,,,,too bright charm,,,,,Negative,
,,,,,,flavorless sushi rolls poor online ordering peaceful tone,,,Negative,Negative,Positive,
,,,,,,efficient assistant ,,,,Positive,,
,,,,,,gross spaghetti  unfriendly coziness,,,Negative,,Negative,
,,,,,,hostile support agent enticing acoustics,,,,Negative,Positive,
,,,,,,underseasoned soup approachable chef ,,,Negative,Positive,,
,,,,,,unfriendly visuals,,,,,Negative,
,,,,,,bitter snack unprofessional remote service relaxing atmosphere,,,Negative,Negative,Positive,
,,,,,,remarkable online support ,,,,Positive,,
,,,,,,dry feast  disorienting room,,,Negative,,Negative,
,,,,,,distracting concierge quiet ambiance,,,,Negative,Positive,
,,,,,,overcooked picnic courteous call center ,,,Negative,Positive,,
,,,,,,stressful ambience,,,,,Negative,
,,,,,,mushy noodles poor support agent warm lighting,,,Negative,Negative,Positive,
,,,,,,accommodating delivery ,,,,Positive,,
,,,,,,mushy fish and chips  unrelaxed lighting,,,Negative,,Negative,
,,,,,,insincere pickup service breezy lighting,,,,Negative,Positive,
,,,,,,gummy beverage helpful reservation ,,,Negative,Positive,,
,,,,,,unappealing mood,,,,,Negative,
,,,,,,unrefined concoction inadequate busboy sophisticated sight,,,Negative,Negative,Positive,
,,,,,,efficient support ,,,,Positive,,
,,,,,,unpleasant chips  unfriendly room,,,Negative,,Negative,
,,,,,,untrustworthy online support stylish charm,,,,Negative,Positive,
,,,,,,greasy cocktail remarkable reservation ,,,Negative,Positive,,
,,,,,,isolated vibration,,,,,Negative,
,,,,,,mushy spaghetti unaware customer service quiet aura,,,Negative,Negative,Positive,
,,,,,,diligent online support ,,,,Positive,,
,,,,,,unappetizing casserole  depressing space,,,Negative,,Negative,
,,,,,,unpleasant guide warm atmosphere,,,,Negative,Positive,
,,,,,,overcooked juice genuine delivery person ,,,Negative,Positive,,
,,,,,,dull sight,,,,,Negative,
,,,,,,unfresh soup arrogant phone ordering chilled mood,,,Negative,Negative,Positive,
,,,,,,professional cleaner ,,,,Positive,,
,,,,,,stinky chips  dull design,,,Negative,,Negative,
,,,,,,unfriendly busboy inviting warmth,,,,Negative,Positive,
,,,,,,awful coffee knowledgeable cleaner ,,,Negative,Positive,,
,,,,,,noisy hospitality,,,,,Negative,
,,,,,,unhealthy brunch unfriendly cleaner friendly charm,,,Negative,Negative,Positive,
,,,,,,warm hostess ,,,,Positive,,
,,,,,,unseasoned tofu  shabby view,,,Negative,,Negative,
,,,,,,overwhelmed delivery romantic room,,,,Negative,Positive,
,,,,,,bland burger polite caregiver ,,,Negative,Positive,,
,,,,,,harsh space,,,,,Negative,
,,,,,,unpleasant dessert disinterested delivery luxurious decor,,,Negative,Negative,Positive,
,,,,,,quick chatbot ,,,,Positive,,
,,,,,,underseasoned brunch  dirty visuals,,,Negative,,Negative,
,,,,,,untrustworthy guide warm structure,,,,Negative,Positive,
,,,,,,flavorless course skilled waitstaff ,,,Negative,Positive,,
,,,,,,awkward structure,,,,,Negative,
,,,,,,lumpy brunch insincere team member breezy energy,,,Negative,Negative,Positive,
,,,,,,pleasant caretaker ,,,,Positive,,
,,,,,,mushy tofu  stale furnishing,,,Negative,,Negative,
,,,,,,unprofessional support hotline breezy setting,,,,Negative,Positive,
,,,,,,slimy tacos friendly order processing ,,,Negative,Positive,,
,,,,,,stale hospitality,,,,,Negative,
,,,,,,over-sweetened appetizer clumsy valet warm air,,,Negative,Negative,Positive,
,,,,,,thoughtful clerk ,,,,Positive,,
,,,,,,rubbery waffles  overcrowded space,,,Negative,,Negative,
,,,,,,distracting team cozy charm,,,,Negative,Positive,
,,,,,,overly greasy guacamole polite call center ,,,Negative,Positive,,
,,,,,,too loud background,,,,,Negative,
,,,,,,stringy main course unskilled waitperson colorful aura,,,Negative,Negative,Positive,
,,,,,,sincere order taker ,,,,Positive,,
,,,,,,unseasoned meal  unwelcoming indoor,,,Negative,,Negative,
,,,,,,unaccommodating chatbot peaceful visuals,,,,Negative,Positive,
,,,,,,smelly casserole courteous receptionist ,,,Negative,Positive,,
,,,,,,unrelaxed layout,,,,,Negative,
,,,,,,over-sweetened cheese dismissive virtual assistant breezy layout,,,Negative,Negative,Positive,
,,,,,,smiling digital assistant ,,,,Positive,,
,,,,,,unhealthy pasta salad  unromantic indoor,,,Negative,,Negative,
,,,,,,arrogant service representative comfortable sound,,,,Negative,Positive,
,,,,,,soggy fruit timely waitstaff ,,,Negative,Positive,,
,,,,,,depressing mood,,,,,Negative,
,,,,,,awful cheese awkward chef warm interior,,,Negative,Negative,Positive,
,,,,,,smiling cleaner ,,,,Positive,,
,,,,,,greasy cookies  sterile coziness,,,Negative,,Negative,
,,,,,,clumsy pickup service tranquil vibration,,,,Negative,Positive,
,,,,,,tough chocolate accommodating digital assistant ,,,Negative,Positive,,
,,,,,,too bright surroundings,,,,,Negative,
,,,,,,overly greasy pasta salad unskilled customer care serene style,,,Negative,Negative,Positive,
,,,,,,excellent support ,,,,Positive,,
,,,,,,overcooked platter  unpleasant decor,,,Negative,,Negative,
,,,,,,unpleasant waitress sophisticated feel,,,,Negative,Positive,
,,,,,,salty spread considerate order processing ,,,Negative,Positive,,
,,,,,,uncomfortable vibration,,,,,Negative,
,,,,,,slimy feast hostile caregiver welcoming furnishing,,,Negative,Negative,Positive,
,,,,,,courteous caretaker ,,,,Positive,,
,,,,,,bitter fried rice  dirty visuals,,,Negative,,Negative,
,,,,,,unhelpful concierge inviting setting,,,,Negative,Positive,
,,,,,,bitter dessert remarkable guide ,,,Negative,Positive,,
,,,,,,unbalanced design,,,,,Negative,
,,,,,,smelly cookies disrespectful caregiver stylish charm,,,Negative,Negative,Positive,
,,,,,,engaged check-in ,,,,Positive,,
,,,,,,stinky pasta  cold charm,,,Negative,,Negative,
,,,,,,impolite automated service comfortable warmth,,,,Negative,Positive,
,,,,,,rubbery entree polite virtual assistant ,,,Negative,Positive,,
,,,,,,uncomfortable comfort,,,,,Negative,
,,,,,,too salty burger clumsy chatbot chilled comfort,,,Negative,Negative,Positive,
,,,,,,gracious delivery person ,,,,Positive,,
,,,,,,lumpy soft drink  unbalanced setting,,,Negative,,Negative,
,,,,,,unconsiderate customer inquiry serene style,,,,Negative,Positive,
,,,,,,greasy treat courteous technician ,,,Negative,Positive,,
,,,,,,unpleasant furniture,,,,,Negative,
,,,,,,stinky soft drink disorganized support agent comfortable charm,,,Negative,Negative,Positive,
,,,,,,attentive team member ,,,,Positive,,
,,,,,,bland vegetables  unpleasant music,,,Negative,,Negative,
,,,,,,disinterested remote service homey temperature,,,,Negative,Positive,
,,,,,,salty sushi rolls cheerful pickup service ,,,Negative,Positive,,
,,,,,,uncomfortable furnishing,,,,,Negative,
,,,,,,salty tacos unhelpful chef romantic mood,,,Negative,Negative,Positive,
,,,,,,responsive phone ordering ,,,,Positive,,
,,,,,,inadequate sushi  stressful lighting,,,Negative,,Negative,
,,,,,,careless digital assistant cozy hospitality,,,,Negative,Positive,
,,,,,,stringy juice personalized bellboy ,,,Negative,Positive,,
,,,,,,harsh room,,,,,Negative,
,,,,,,bitter feast distracting order processing rustic sound,,,Negative,Negative,Positive,
